FeatureCode,DateCode,Measurement,Units,Value,Region of Residence,Breakdown of Domestic Tourism
S12000023,2016-2018,Count,Thousand Nights,249,Scotland,Nights
S12000023,2013-2015,Count,Thousand Visits,30,England,Visits
S12000023,2011-2013,Count,Thousand Visits,70,All of GB,Visits
S12000023,2015-2017,Count,Thousand Visits,75,All of GB,Visits
S12000023,2014-2016,Count,Thousand Nights,132,Scotland,Nights
S12000023,2011-2013,Count,Thousand Visits,34,Scotland,Visits
S12000023,2017-2019,Count,Thousand Visits,92,All of GB,Visits
S12000023,2015-2017,Count,Thousand Visits,44,England,Visits
S12000023,2013-2015,Count,Thousand Visits,18,Scotland,Visits
S12000023,2012-2014,Count,Thousand Visits,36,England,Visits
S12000023,2017-2019,Count,Thousand Nights,316,Scotland,Nights
S12000023,2015-2017,Count,Thousand Nights,211,Scotland,Nights
S12000023,2010-2012,Count,Thousand Visits,43,Scotland,Visits
S12000023,2009-2011,Count,Thousand Visits,37,England,Visits
S12000023,2012-2014,Count,Thousand Visits,36,Scotland,Visits
S12000023,2016-2018,Count,Thousand Visits,41,Scotland,Visits
S12000023,2013-2015,Count,Thousand Visits,51,All of GB,Visits
S12000023,2012-2014,Count,Thousand Visits,76,All of GB,Visits
S12000023,2016-2018,Count,Thousand Visits,96,All of GB,Visits
S12000023,2016-2018,Count,Thousand Nights,258,England,Nights
S12000023,2014-2016,Count,Thousand Nights,246,England,Nights
S12000023,2009-2011,Count,Thousand Visits,37,Scotland,Visits
S12000023,2011-2013,Count,Thousand Visits,33,England,Visits
S12000023,2014-2016,Count,Thousand Visits,40,England,Visits
S12000023,2016-2018,Count,Thousand Visits,55,England,Visits
S12000023,2014-2016,Count,Thousand Visits,25,Scotland,Visits
S12000023,2010-2012,Count,Thousand Visits,71,All of GB,Visits
S12000023,2017-2019,Count,Thousand Visits,51,Scotland,Visits
S12000023,2009-2011,Count,Thousand Visits,75,All of GB,Visits
S12000023,2012-2014,Count,Thousand Nights,535,All of GB,Nights
S12000023,2015-2017,Count,Thousand Visits,31,Scotland,Visits
S12000023,2009-2011,Count,Thousand Nights,175,England,Nights
S12000023,2009-2011,Count,Thousand Nights,205,Scotland,Nights
S12000023,2013-2015,Count,Thousand Nights,82,Scotland,Nights
S12000023,2010-2012,Count,Thousand Visits,28,England,Visits
S12000023,2014-2016,Count,Thousand Visits,66,All of GB,Visits
S12000026,2012-2014,Count,Thousand Nights,704,England,Nights
S12000026,2017-2019,Count,Thousand Visits,188,England,Visits
S12000026,2011-2013,Count,Thousand Nights,1329,All of GB,Nights
S12000026,2013-2015,Count,Thousand Nights,735,England,Nights
S12000026,2013-2015,Count,Thousand Visits,352,All of GB,Visits
S12000026,2009-2011,Count,Thousand Nights,695,England,Nights
S12000026,2013-2015,Count,Thousand Visits,146,Scotland,Visits
S12000026,2013-2015,Count,Thousand Visits,200,England,Visits
S12000026,2014-2016,Count,million pounds (GBP),19,Scotland,Expenditure
S12000026,2011-2013,Count,Thousand Visits,207,England,Visits
S12000026,2009-2011,Count,Thousand Nights,1203,All of GB,Nights
S12000026,2009-2011,Count,million pounds (GBP),71,All of GB,Expenditure
S12000026,2014-2016,Count,Thousand Nights,284,Scotland,Nights
S12000026,2009-2011,Count,Thousand Visits,209,England,Visits
S12000026,2016-2018,Count,million pounds (GBP),55,All of GB,Expenditure
S12000026,2012-2014,Count,million pounds (GBP),69,All of GB,Expenditure
S12000026,2013-2015,Count,Thousand Nights,1147,All of GB,Nights
S12000026,2015-2017,Count,million pounds (GBP),33,England,Expenditure
S12000026,2009-2011,Count,Thousand Visits,194,Scotland,Visits
S12000026,2013-2015,Count,million pounds (GBP),73,All of GB,Expenditure
S12000026,2014-2016,Count,Thousand Visits,118,Scotland,Visits
S12000026,2017-2019,Count,Thousand Visits,340,All of GB,Visits
S12000026,2016-2018,Count,million pounds (GBP),21,Scotland,Expenditure
S12000026,2015-2017,Count,Thousand Visits,277,All of GB,Visits
S12000026,2011-2013,Count,Thousand Nights,728,England,Nights
S12000026,2011-2013,Count,Thousand Visits,386,All of GB,Visits
S12000026,2011-2013,Count,million pounds (GBP),74,All of GB,Expenditure
S12000026,2010-2012,Count,Thousand Visits,384,All of GB,Visits
S12000026,2010-2012,Count,Thousand Visits,206,England,Visits
S12000026,2012-2014,Count,million pounds (GBP),40,England,Expenditure
S12000026,2015-2017,Count,Thousand Visits,104,Scotland,Visits
S12000026,2010-2012,Count,million pounds (GBP),42,England,Expenditure
S12000026,2015-2017,Count,Thousand Visits,169,England,Visits
S12000026,2016-2018,Count,million pounds (GBP),32,England,Expenditure
S12000026,2012-2014,Count,Thousand Visits,354,All of GB,Visits
S12000026,2016-2018,Count,Thousand Visits,179,England,Visits
S12000026,2015-2017,Count,million pounds (GBP),19,Scotland,Expenditure
S12000026,2010-2012,Count,Thousand Visits,175,Scotland,Visits
S12000026,2017-2019,Count,Thousand Nights,1137,All of GB,Nights
S12000026,2016-2018,Count,Thousand Visits,127,Scotland,Visits
S12000026,2013-2015,Count,million pounds (GBP),28,Scotland,Expenditure
S12000026,2009-2011,Count,Thousand Visits,404,All of GB,Visits
S12000026,2012-2014,Count,Thousand Visits,148,Scotland,Visits
S12000026,2016-2018,Count,Thousand Nights,256,Scotland,Nights
S12000026,2015-2017,Count,Thousand Nights,852,All of GB,Nights
S12000026,2011-2013,Count,Thousand Nights,570,Scotland,Nights
S12000026,2013-2015,Count,Thousand Nights,388,Scotland,Nights
S12000026,2014-2016,Count,Thousand Nights,947,All of GB,Nights
S12000026,2015-2017,Count,Thousand Nights,598,England,Nights
S12000026,2009-2011,Count,million pounds (GBP),42,England,Expenditure
S12000026,2009-2011,Count,Thousand Nights,507,Scotland,Nights
S12000026,2010-2012,Count,million pounds (GBP),65,All of GB,Expenditure
S12000026,2014-2016,Count,Thousand Nights,638,England,Nights
S12000026,2011-2013,Count,million pounds (GBP),41,England,Expenditure
S12000026,2014-2016,Count,million pounds (GBP),33,England,Expenditure
S12000026,2017-2019,Count,Thousand Nights,705,England,Nights
S12000026,2014-2016,Count,million pounds (GBP),53,All of GB,Expenditure
S12000026,2011-2013,Count,Thousand Visits,174,Scotland,Visits
S12000026,2012-2014,Count,Thousand Nights,487,Scotland,Nights
S12000026,2010-2012,Count,Thousand Nights,578,Scotland,Nights
S12000026,2013-2015,Count,million pounds (GBP),44,England,Expenditure
S12000026,2017-2019,Count,million pounds (GBP),37,England,Expenditure
S12000026,2017-2019,Count,Thousand Nights,387,Scotland,Nights
S12000026,2014-2016,Count,Thousand Visits,172,England,Visits
S12000026,2012-2014,Count,Thousand Visits,198,England,Visits
S12000026,2017-2019,Count,Thousand Visits,144,Scotland,Visits
S12000026,2015-2017,Count,million pounds (GBP),53,All of GB,Expenditure
S12000026,2016-2018,Count,Thousand Visits,311,All of GB,Visits
S12000026,2010-2012,Count,million pounds (GBP),22,Scotland,Expenditure
S12000026,2014-2016,Count,Thousand Visits,295,All of GB,Visits
S12000026,2015-2017,Count,Thousand Nights,235,Scotland,Nights
S12000026,2010-2012,Count,Thousand Nights,1323,All of GB,Nights
S12000026,2012-2014,Count,million pounds (GBP),27,Scotland,Expenditure
S12000026,2017-2019,Count,million pounds (GBP),24,Scotland,Expenditure
S12000026,2017-2019,Count,million pounds (GBP),63,All of GB,Expenditure
S12000026,2010-2012,Count,Thousand Nights,724,England,Nights
S12000026,2012-2014,Count,Thousand Nights,1236,All of GB,Nights
S12000026,2016-2018,Count,Thousand Nights,912,All of GB,Nights
S12000026,2009-2011,Count,million pounds (GBP),29,Scotland,Expenditure
S12000026,2011-2013,Count,million pounds (GBP),31,Scotland,Expenditure
S12000026,2016-2018,Count,Thousand Nights,637,England,Nights
S12000027,2011-2013,Count,Thousand Nights,243,Scotland,Nights
S12000027,2010-2012,Count,million pounds (GBP),25,All of GB,Expenditure
S12000027,2012-2014,Count,Thousand Nights,425,Scotland,Nights
S12000027,2015-2017,Count,Thousand Nights,426,All of GB,Nights
S12000027,2016-2018,Count,Thousand Nights,186,Scotland,Nights
S12000027,2017-2019,Count,million pounds (GBP),4,England,Expenditure
S12000027,2009-2011,Count,million pounds (GBP),8,England,Expenditure
S12000027,2015-2017,Count,million pounds (GBP),5,Scotland,Expenditure
S12000027,2010-2012,Count,Thousand Nights,212,All of GB,Nights
S12000027,2011-2013,Count,Thousand Visits,60,All of GB,Visits
S12000027,2013-2015,Count,Thousand Nights,770,All of GB,Nights
S12000027,2009-2011,Count,Thousand Nights,42,Scotland,Nights
S12000027,2011-2013,Count,Thousand Visits,25,Scotland,Visits
S12000027,2009-2011,Count,Thousand Visits,12,Scotland,Visits
S12000027,2013-2015,Count,million pounds (GBP),39,All of GB,Expenditure
S12000027,2010-2012,Count,Thousand Visits,44,All of GB,Visits
S12000027,2011-2013,Count,Thousand Nights,280,England,Nights
S12000027,2010-2012,Count,Thousand Visits,17,Scotland,Visits
S12000027,2012-2014,Count,Thousand Visits,39,Scotland,Visits
S12000027,2015-2017,Count,Thousand Visits,49,All of GB,Visits
S12000027,2017-2019,Count,Thousand Nights,98,England,Nights
S12000027,2010-2012,Count,million pounds (GBP),14,Scotland,Expenditure
S12000027,2016-2018,Count,Thousand Nights,375,All of GB,Nights
S12000027,2013-2015,Count,Thousand Nights,605,England,Nights
S12000027,2014-2016,Count,million pounds (GBP),19,England,Expenditure
S12000027,2011-2013,Count,million pounds (GBP),22,England,Expenditure
S12000027,2012-2014,Count,Thousand Visits,75,All of GB,Visits
S12000027,2014-2016,Count,Thousand Visits,36,England,Visits
S12000027,2011-2013,Count,Thousand Nights,523,All of GB,Nights
S12000027,2015-2017,Count,Thousand Visits,17,Scotland,Visits
S12000027,2014-2016,Count,Thousand Nights,505,England,Nights
S12000027,2013-2015,Count,Thousand Visits,68,All of GB,Visits
S12000027,2011-2013,Count,million pounds (GBP),9,Scotland,Expenditure
S12000027,2014-2016,Count,Thousand Nights,306,Scotland,Nights
S12000027,2014-2016,Count,Thousand Nights,627,All of GB,Nights
S12000027,2010-2012,Count,Thousand Nights,101,England,Nights
S12000027,2010-2012,Count,Thousand Visits,26,England,Visits
S12000027,2009-2011,Count,Thousand Visits,37,All of GB,Visits
S12000027,2013-2015,Count,Thousand Nights,350,Scotland,Nights
S12000027,2015-2017,Count,Thousand Visits,32,England,Visits
S12000027,2012-2014,Count,million pounds (GBP),20,Scotland,Expenditure
S12000027,2017-2019,Count,Thousand Nights,251,All of GB,Nights
S12000027,2016-2018,Count,Thousand Visits,45,All of GB,Visits
S12000027,2016-2018,Count,Thousand Visits,16,Scotland,Visits
S12000027,2017-2019,Count,million pounds (GBP),2,Scotland,Expenditure
S12000027,2012-2014,Count,Thousand Nights,543,England,Nights
S12000027,2013-2015,Count,Thousand Visits,36,England,Visits
S12000027,2013-2015,Count,Thousand Visits,32,Scotland,Visits
S12000027,2016-2018,Count,million pounds (GBP),3,Scotland,Expenditure
S12000027,2015-2017,Count,million pounds (GBP),19,All of GB,Expenditure
S12000027,2013-2015,Count,million pounds (GBP),15,Scotland,Expenditure
S12000027,2016-2018,Count,million pounds (GBP),15,All of GB,Expenditure
S12000027,2009-2011,Count,million pounds (GBP),19,All of GB,Expenditure
S12000027,2011-2013,Count,Thousand Visits,35,England,Visits
S12000027,2014-2016,Count,Thousand Visits,65,All of GB,Visits
S12000027,2014-2016,Count,million pounds (GBP),33,All of GB,Expenditure
S12000027,2014-2016,Count,million pounds (GBP),14,Scotland,Expenditure
S12000027,2012-2014,Count,million pounds (GBP),22,England,Expenditure
S12000027,2017-2019,Count,Thousand Visits,31,All of GB,Visits
S12000027,2009-2011,Count,million pounds (GBP),9,Scotland,Expenditure
S12000027,2016-2018,Count,Thousand Nights,189,England,Nights
S12000027,2012-2014,Count,million pounds (GBP),42,All of GB,Expenditure
S12000027,2011-2013,Count,million pounds (GBP),31,All of GB,Expenditure
S12000027,2009-2011,Count,Thousand Visits,18,England,Visits
S12000027,2016-2018,Count,million pounds (GBP),13,England,Expenditure
S12000027,2015-2017,Count,Thousand Nights,143,Scotland,Nights
S12000027,2017-2019,Count,Thousand Visits,13,Scotland,Visits
S12000027,2010-2012,Count,Thousand Nights,95,Scotland,Nights
S12000027,2017-2019,Count,Thousand Visits,18,England,Visits
S12000027,2010-2012,Count,million pounds (GBP),10,England,Expenditure
S12000027,2015-2017,Count,million pounds (GBP),15,England,Expenditure
S12000027,2012-2014,Count,Thousand Visits,36,England,Visits
S12000027,2017-2019,Count,Thousand Nights,152,Scotland,Nights
S12000027,2016-2018,Count,Thousand Visits,29,England,Visits
S12000027,2009-2011,Count,Thousand Nights,150,All of GB,Nights
S12000027,2014-2016,Count,Thousand Visits,29,Scotland,Visits
S12000027,2013-2015,Count,million pounds (GBP),23,England,Expenditure
S12000027,2017-2019,Count,million pounds (GBP),7,All of GB,Expenditure
S12000027,2009-2011,Count,Thousand Nights,54,England,Nights
S12000027,2015-2017,Count,Thousand Nights,283,England,Nights
S12000027,2012-2014,Count,Thousand Nights,784,All of GB,Nights
S12000028,2013-2015,Count,million pounds (GBP),29,Scotland,Expenditure
S12000028,2011-2013,Count,million pounds (GBP),72,All of GB,Expenditure
S12000028,2016-2018,Count,Thousand Visits,354,All of GB,Visits
S12000028,2011-2013,Count,million pounds (GBP),43,England,Expenditure
S12000028,2012-2014,Count,Thousand Visits,362,All of GB,Visits
S12000028,2016-2018,Count,million pounds (GBP),46,England,Expenditure
S12000028,2017-2019,Count,Thousand Visits,163,England,Visits
S12000028,2017-2019,Count,Thousand Visits,208,Scotland,Visits
S12000028,2011-2013,Count,Thousand Nights,492,Scotland,Nights
S12000028,2017-2019,Count,million pounds (GBP),36,Scotland,Expenditure
S12000028,2014-2016,Count,Thousand Nights,636,Scotland,Nights
S12000028,2012-2014,Count,million pounds (GBP),23,Scotland,Expenditure
S12000028,2016-2018,Count,million pounds (GBP),40,Scotland,Expenditure
S12000028,2017-2019,Count,Thousand Nights,726,Scotland,Nights
S12000028,2015-2017,Count,million pounds (GBP),71,All of GB,Expenditure
S12000028,2016-2018,Count,Thousand Visits,217,Scotland,Visits
S12000028,2010-2012,Count,Thousand Nights,1205,All of GB,Nights
S12000028,2014-2016,Count,Thousand Visits,100,England,Visits
S12000028,2011-2013,Count,Thousand Nights,1222,All of GB,Nights
S12000028,2017-2019,Count,million pounds (GBP),45,England,Expenditure
S12000028,2015-2017,Count,Thousand Visits,205,Scotland,Visits
S12000028,2015-2017,Count,Thousand Nights,939,All of GB,Nights
S12000028,2011-2013,Count,Thousand Visits,320,All of GB,Visits
S12000028,2014-2016,Count,Thousand Nights,955,All of GB,Nights
S12000028,2010-2012,Count,million pounds (GBP),24,Scotland,Expenditure
S12000028,2010-2012,Count,million pounds (GBP),34,England,Expenditure
S12000028,2010-2012,Count,Thousand Nights,535,Scotland,Nights
S12000028,2012-2014,Count,Thousand Visits,168,England,Visits
S12000028,2012-2014,Count,Thousand Visits,194,Scotland,Visits
S12000028,2011-2013,Count,Thousand Nights,721,England,Nights
S12000028,2014-2016,Count,million pounds (GBP),29,England,Expenditure
S12000028,2009-2011,Count,million pounds (GBP),45,England,Expenditure
S12000028,2009-2011,Count,Thousand Visits,156,England,Visits
S12000028,2012-2014,Count,million pounds (GBP),38,England,Expenditure
S12000028,2015-2017,Count,Thousand Visits,99,England,Visits
S12000028,2015-2017,Count,Thousand Nights,349,England,Nights
S12000028,2011-2013,Count,million pounds (GBP),19,Scotland,Expenditure
S12000028,2013-2015,Count,Thousand Nights,616,Scotland,Nights
S12000028,2010-2012,Count,million pounds (GBP),67,All of GB,Expenditure
S12000028,2016-2018,Count,Thousand Nights,617,England,Nights
S12000028,2009-2011,Count,Thousand Nights,682,Scotland,Nights
S12000028,2012-2014,Count,Thousand Nights,539,Scotland,Nights
S12000028,2013-2015,Count,million pounds (GBP),28,England,Expenditure
S12000028,2016-2018,Count,million pounds (GBP),86,All of GB,Expenditure
S12000028,2014-2016,Count,Thousand Visits,343,All of GB,Visits
S12000028,2014-2016,Count,million pounds (GBP),37,Scotland,Expenditure
S12000028,2009-2011,Count,million pounds (GBP),83,All of GB,Expenditure
S12000028,2011-2013,Count,Thousand Visits,158,England,Visits
S12000028,2010-2012,Count,Thousand Visits,305,All of GB,Visits
S12000028,2013-2015,Count,Thousand Nights,661,England,Nights
S12000028,2009-2011,Count,Thousand Nights,1361,All of GB,Nights
S12000028,2013-2015,Count,million pounds (GBP),57,All of GB,Expenditure
S12000028,2013-2015,Count,Thousand Visits,134,England,Visits
S12000028,2016-2018,Count,Thousand Nights,765,Scotland,Nights
S12000028,2010-2012,Count,Thousand Visits,171,Scotland,Visits
S12000028,2014-2016,Count,million pounds (GBP),67,All of GB,Expenditure
S12000028,2014-2016,Count,Thousand Nights,525,England,Nights
S12000028,2012-2014,Count,Thousand Nights,918,England,Nights
S12000028,2017-2019,Count,Thousand Visits,373,All of GB,Visits
S12000028,2011-2013,Count,Thousand Visits,159,Scotland,Visits
S12000028,2014-2016,Count,Thousand Visits,243,Scotland,Visits
S12000028,2010-2012,Count,Thousand Visits,128,England,Visits
S12000028,2009-2011,Count,Thousand Visits,382,All of GB,Visits
S12000028,2012-2014,Count,million pounds (GBP),61,All of GB,Expenditure
S12000028,2015-2017,Count,Thousand Visits,304,All of GB,Visits
S12000028,2017-2019,Count,million pounds (GBP),82,All of GB,Expenditure
S12000028,2012-2014,Count,Thousand Nights,1251,All of GB,Nights
S12000028,2013-2015,Count,Thousand Visits,239,Scotland,Visits
S12000028,2017-2019,Count,Thousand Nights,761,England,Nights
S12000028,2017-2019,Count,Thousand Nights,1493,All of GB,Nights
S12000028,2016-2018,Count,Thousand Visits,135,England,Visits
S12000028,2016-2018,Count,Thousand Nights,1388,All of GB,Nights
S12000028,2009-2011,Count,Thousand Visits,216,Scotland,Visits
S12000028,2015-2017,Count,million pounds (GBP),36,Scotland,Expenditure
S12000028,2015-2017,Count,million pounds (GBP),35,England,Expenditure
S12000028,2009-2011,Count,Thousand Nights,620,England,Nights
S12000028,2013-2015,Count,Thousand Visits,373,All of GB,Visits
S12000028,2013-2015,Count,Thousand Nights,1069,All of GB,Nights
S12000028,2015-2017,Count,Thousand Nights,590,Scotland,Nights
S12000028,2010-2012,Count,Thousand Nights,641,England,Nights
S12000028,2009-2011,Count,million pounds (GBP),28,Scotland,Expenditure
S12000029,2015-2017,Count,Thousand Visits,129,All of GB,Visits
S12000029,2010-2012,Count,million pounds (GBP),26,All of GB,Expenditure
S12000029,2016-2018,Count,Thousand Nights,270,England,Nights
S12000029,2009-2011,Count,Thousand Nights,242,England,Nights
S12000029,2017-2019,Count,Thousand Nights,48,Scotland,Nights
S12000029,2012-2014,Count,Thousand Visits,75,Scotland,Visits
S12000029,2009-2011,Count,million pounds (GBP),12,England,Expenditure
S12000029,2017-2019,Count,Thousand Visits,94,England,Visits
S12000029,2017-2019,Count,million pounds (GBP),15,England,Expenditure
S12000029,2013-2015,Count,Thousand Visits,62,England,Visits
S12000029,2016-2018,Count,Thousand Visits,108,England,Visits
S12000029,2014-2016,Count,million pounds (GBP),3,Scotland,Expenditure
S12000029,2016-2018,Count,million pounds (GBP),22,All of GB,Expenditure
S12000029,2017-2019,Count,Thousand Visits,39,Scotland,Visits
S12000029,2009-2011,Count,million pounds (GBP),10,Scotland,Expenditure
S12000029,2010-2012,Count,million pounds (GBP),13,England,Expenditure
S12000029,2011-2013,Count,Thousand Visits,106,Scotland,Visits
S12000029,2011-2013,Count,Thousand Nights,195,Scotland,Nights
S12000029,2012-2014,Count,million pounds (GBP),19,All of GB,Expenditure
S12000029,2016-2018,Count,Thousand Visits,140,All of GB,Visits
S12000029,2015-2017,Count,million pounds (GBP),3,Scotland,Expenditure
S12000029,2015-2017,Count,million pounds (GBP),24,All of GB,Expenditure
S12000029,2016-2018,Count,million pounds (GBP),17,England,Expenditure
S12000029,2009-2011,Count,Thousand Visits,65,England,Visits
S12000029,2012-2014,Count,Thousand Nights,149,Scotland,Nights
S12000029,2009-2011,Count,million pounds (GBP),24,All of GB,Expenditure
S12000029,2011-2013,Count,Thousand Nights,220,England,Nights
S12000029,2010-2012,Count,Thousand Nights,292,Scotland,Nights
S12000029,2015-2017,Count,Thousand Visits,87,England,Visits
S12000029,2011-2013,Count,million pounds (GBP),25,All of GB,Expenditure
S12000029,2012-2014,Count,million pounds (GBP),8,Scotland,Expenditure
S12000029,2015-2017,Count,Thousand Nights,53,Scotland,Nights
S12000029,2013-2015,Count,Thousand Visits,47,Scotland,Visits
S12000029,2017-2019,Count,million pounds (GBP),5,Scotland,Expenditure
S12000029,2011-2013,Count,million pounds (GBP),14,England,Expenditure
S12000029,2014-2016,Count,million pounds (GBP),22,All of GB,Expenditure
S12000029,2009-2011,Count,Thousand Nights,261,Scotland,Nights
S12000029,2014-2016,Count,Thousand Visits,28,Scotland,Visits
S12000029,2014-2016,Count,million pounds (GBP),16,England,Expenditure
S12000029,2014-2016,Count,Thousand Nights,204,England,Nights
S12000029,2010-2012,Count,Thousand Nights,517,All of GB,Nights
S12000029,2009-2011,Count,Thousand Visits,183,All of GB,Visits
S12000029,2010-2012,Count,Thousand Visits,126,Scotland,Visits
S12000029,2017-2019,Count,Thousand Nights,283,England,Nights
S12000029,2016-2018,Count,Thousand Visits,29,Scotland,Visits
S12000029,2011-2013,Count,Thousand Visits,178,All of GB,Visits
S12000029,2015-2017,Count,million pounds (GBP),18,England,Expenditure
S12000029,2012-2014,Count,Thousand Visits,135,All of GB,Visits
S12000029,2017-2019,Count,Thousand Nights,348,All of GB,Nights
S12000029,2013-2015,Count,Thousand Visits,119,All of GB,Visits
S12000029,2015-2017,Count,Thousand Nights,289,All of GB,Nights
S12000029,2009-2011,Count,Thousand Nights,533,All of GB,Nights
S12000029,2013-2015,Count,million pounds (GBP),6,Scotland,Expenditure
S12000029,2016-2018,Count,Thousand Nights,40,Scotland,Nights
S12000029,2014-2016,Count,Thousand Visits,83,England,Visits
S12000029,2011-2013,Count,Thousand Nights,429,All of GB,Nights
S12000029,2012-2014,Count,million pounds (GBP),11,England,Expenditure
S12000029,2016-2018,Count,Thousand Nights,323,All of GB,Nights
S12000029,2011-2013,Count,million pounds (GBP),10,Scotland,Expenditure
S12000029,2013-2015,Count,Thousand Nights,181,England,Nights
S12000029,2016-2018,Count,million pounds (GBP),4,Scotland,Expenditure
S12000029,2014-2016,Count,Thousand Nights,55,Scotland,Nights
S12000029,2013-2015,Count,Thousand Nights,266,All of GB,Nights
S12000029,2010-2012,Count,Thousand Visits,69,England,Visits
S12000029,2012-2014,Count,Thousand Nights,296,All of GB,Nights
S12000029,2015-2017,Count,Thousand Nights,210,England,Nights
S12000029,2011-2013,Count,Thousand Visits,70,England,Visits
S12000029,2013-2015,Count,million pounds (GBP),23,All of GB,Expenditure
S12000029,2009-2011,Count,Thousand Visits,113,Scotland,Visits
S12000029,2015-2017,Count,Thousand Visits,29,Scotland,Visits
S12000029,2012-2014,Count,Thousand Visits,60,England,Visits
S12000029,2010-2012,Count,Thousand Visits,196,All of GB,Visits
S12000029,2014-2016,Count,Thousand Nights,252,All of GB,Nights
S12000029,2010-2012,Count,Thousand Nights,211,England,Nights
S12000029,2010-2012,Count,million pounds (GBP),12,Scotland,Expenditure
S12000029,2014-2016,Count,Thousand Visits,121,All of GB,Visits
S12000029,2017-2019,Count,Thousand Visits,139,All of GB,Visits
S12000029,2012-2014,Count,Thousand Nights,167,England,Nights
S12000029,2013-2015,Count,million pounds (GBP),15,England,Expenditure
S12000029,2013-2015,Count,Thousand Nights,91,Scotland,Nights
S12000029,2017-2019,Count,million pounds (GBP),20,All of GB,Expenditure
S12000030,2010-2012,Count,Thousand Nights,1236,All of GB,Nights
S12000030,2013-2015,Count,million pounds (GBP),40,Scotland,Expenditure
S12000030,2017-2019,Count,Thousand Nights,955,All of GB,Nights
S12000030,2013-2015,Count,Thousand Nights,509,Scotland,Nights
S12000030,2015-2017,Count,million pounds (GBP),75,All of GB,Expenditure
S12000030,2010-2012,Count,Thousand Nights,721,England,Nights
S12000030,2010-2012,Count,million pounds (GBP),72,All of GB,Expenditure
S12000030,2011-2013,Count,Thousand Visits,233,Scotland,Visits
S12000030,2015-2017,Count,Thousand Nights,1137,All of GB,Nights
S12000030,2011-2013,Count,Thousand Nights,684,England,Nights
S12000030,2016-2018,Count,Thousand Visits,130,England,Visits
S12000030,2010-2012,Count,Thousand Visits,366,All of GB,Visits
S12000030,2012-2014,Count,Thousand Visits,393,All of GB,Visits
S12000030,2011-2013,Count,Thousand Nights,528,Scotland,Nights
S12000030,2015-2017,Count,million pounds (GBP),34,Scotland,Expenditure
S12000030,2016-2018,Count,Thousand Visits,331,All of GB,Visits
S12000030,2010-2012,Count,Thousand Visits,203,Scotland,Visits
S12000030,2010-2012,Count,Thousand Visits,152,England,Visits
S12000030,2012-2014,Count,Thousand Nights,1114,All of GB,Nights
S12000030,2011-2013,Count,million pounds (GBP),34,Scotland,Expenditure
S12000030,2015-2017,Count,Thousand Nights,447,Scotland,Nights
S12000030,2009-2011,Count,Thousand Visits,174,England,Visits
S12000030,2014-2016,Count,Thousand Visits,177,England,Visits
S12000030,2017-2019,Count,million pounds (GBP),40,Scotland,Expenditure
S12000030,2016-2018,Count,million pounds (GBP),36,Scotland,Expenditure
S12000030,2009-2011,Count,Thousand Nights,1287,All of GB,Nights
S12000030,2016-2018,Count,Thousand Nights,445,Scotland,Nights
S12000030,2017-2019,Count,Thousand Visits,126,England,Visits
S12000030,2013-2015,Count,million pounds (GBP),46,England,Expenditure
S12000030,2013-2015,Count,million pounds (GBP),87,All of GB,Expenditure
S12000030,2009-2011,Count,million pounds (GBP),66,All of GB,Expenditure
S12000030,2009-2011,Count,Thousand Visits,362,All of GB,Visits
S12000030,2010-2012,Count,million pounds (GBP),23,Scotland,Expenditure
S12000030,2017-2019,Count,Thousand Visits,383,All of GB,Visits
S12000030,2016-2018,Count,Thousand Nights,461,England,Nights
S12000030,2012-2014,Count,Thousand Nights,752,England,Nights
S12000030,2013-2015,Count,Thousand Nights,809,England,Nights
S12000030,2012-2014,Count,Thousand Visits,228,Scotland,Visits
S12000030,2011-2013,Count,Thousand Nights,1266,All of GB,Nights
S12000030,2011-2013,Count,Thousand Visits,154,England,Visits
S12000030,2013-2015,Count,Thousand Visits,432,All of GB,Visits
S12000030,2015-2017,Count,Thousand Visits,211,Scotland,Visits
S12000030,2016-2018,Count,Thousand Nights,934,All of GB,Nights
S12000030,2014-2016,Count,million pounds (GBP),80,All of GB,Expenditure
S12000030,2016-2018,Count,Thousand Visits,192,Scotland,Visits
S12000030,2014-2016,Count,Thousand Visits,436,All of GB,Visits
S12000030,2009-2011,Count,Thousand Visits,184,Scotland,Visits
S12000030,2014-2016,Count,Thousand Nights,557,Scotland,Nights
S12000030,2015-2017,Count,million pounds (GBP),39,England,Expenditure
S12000030,2014-2016,Count,Thousand Nights,781,England,Nights
S12000030,2013-2015,Count,Thousand Visits,243,Scotland,Visits
S12000030,2011-2013,Count,million pounds (GBP),40,England,Expenditure
S12000030,2015-2017,Count,Thousand Visits,402,All of GB,Visits
S12000030,2017-2019,Count,million pounds (GBP),67,All of GB,Expenditure
S12000030,2010-2012,Count,million pounds (GBP),42,England,Expenditure
S12000030,2009-2011,Count,Thousand Nights,873,England,Nights
S12000030,2016-2018,Count,million pounds (GBP),27,England,Expenditure
S12000030,2014-2016,Count,million pounds (GBP),41,England,Expenditure
S12000030,2013-2015,Count,Thousand Visits,181,England,Visits
S12000030,2013-2015,Count,Thousand Nights,1175,All of GB,Nights
S12000030,2014-2016,Count,million pounds (GBP),38,Scotland,Expenditure
S12000030,2012-2014,Count,million pounds (GBP),40,England,Expenditure
S12000030,2015-2017,Count,Thousand Visits,176,England,Visits
